timestamp,abs_p,diff_p,p_alt
1272000,99796.419361,-0.000997,121.311725
1273000,99796.404923,0.011221,121.296089
1274000,99796.418543,0.005523,121.334832
1275000,99796.403628,-0.010750,121.336385
1276000,99796.433453,-0.004687,121.315825
1277000,99796.407384,-0.003372,121.324575
1278000,99796.418734,-0.002802,121.324168
1279000,99796.411826,0.000104,121.317057
1280000,99796.418326,0.006999,121.328462
1281000,99796.407697,0.003876,121.317344
1282000,99796.398106,-0.002329,121.327334
1283000,99796.424202,0.003651,121.312624
1284000,99796.408600,-0.000677,121.338286
1285000,99796.414783,0.007604,121.314761
1286000,99796.405769,-0.016649,121.293325
1287000,99796.426992,0.001291,121.318567
1288000,99796.418165,-0.010149,121.311597
1289000,99796.414966,0.000323,121.314550
1290000,99796.413422,0.020254,121.328435
1291000,99796.406843,0.002040,121.312157
1292000,99796.419332,-0.010141,121.329785
1293000,99796.423894,0.001117,121.322224
1294000,99796.409134,-0.009352,121.317435
1295000,99796.401202,-0.003637,121.322840
1296000,99796.409127,0.003683,121.324032
1297000,99796.406918,-0.000095,121.307951
1298000,99796.426877,0.011369,121.305916
1299000,99796.404108,0.003089,121.326358
1300000,99796.400866,0.005299,121.327151
1301000,99796.400748,0.008951,121.308591
1302000,99796.425036,-0.012117,121.335101
1303000,99796.430408,-0.012873,121.327802
1304000,99796.428154,-0.001666,121.329243
1305000,99796.413010,0.006841,121.315007
1306000,99796.411429,0.007790,121.323422
1307000,99796.414094,0.009248,121.319963
1308000,99796.415831,-0.012850,121.314373
1309000,99796.417855,-0.021756,121.309658
1310000,99796.417436,0.007621,121.323992
1311000,99796.405455,0.010449,121.298329
1312000,99796.410975,-0.021132,121.326402
1313000,99796.408007,0.003734,121.323430
1314000,99796.427634,0.007458,121.308160
1315000,99796.403996,-0.001720,121.329335
1316000,99796.395086,-0.004147,121.316040
1317000,99796.408869,-0.007339,121.316236
1318000,99796.417628,-0.005655,121.334342
1319000,99796.414512,0.004266,121.323411
1320000,99796.424962,0.023663,121.339153
1321000,99796.414266,0.011826,121.320212
1322000,99796.433710,0.015092,121.317960
1323000,99796.404535,0.015157,121.319430
1324000,99796.427269,-0.000345,121.310562
1325000,99796.412271,-0.003492,121.312743
1326000,99796.424069,-0.000494,121.324460
1327000,99796.402999,-0.014294,121.321305
1328000,99796.424311,0.001528,121.317066
1329000,99796.401164,0.003379,121.322662
1330000,99796.407401,-0.010760,121.324137
1331000,99796.426465,-0.011790,121.327144
1332000,99796.405759,0.000028,121.312529
1333000,99796.401985,-0.003890,121.326521
1334000,99796.422909,-0.006231,121.319261
1335000,99796.414673,-0.016625,121.312043
1336000,99796.413210,-0.000255,121.312803
1337000,99796.419112,-0.002660,121.322018
1338000,99796.415921,0.021837,121.329683
1339000,99796.411077,-0.010782,121.312785
1340000,99796.405077,-0.003098,121.325461
1341000,99796.424447,0.005589,121.313381
1342000,99796.407716,0.005814,121.322998
1343000,99796.424330,-0.007460,121.317087
1344000,99796.413948,0.004772,121.323183
1345000,99796.422475,-0.000108,121.334223
1346000,99796.420769,-0.007688,121.325364
1347000,99796.410936,-0.018281,121.314476
1348000,99796.423692,0.005369,121.318535
1349000,99796.416726,0.003209,121.309024
1350000,99796.418714,0.001784,121.341839
1351000,99796.423163,0.003867,121.322984
1352000,99796.426993,0.005983,121.319476
1353000,99796.411415,-0.004979,121.324651
1354000,99796.426422,-0.006693,121.310432
1355000,99796.429730,0.014582,121.313391
1356000,99796.409652,-0.007136,121.310647
1357000,99796.416088,0.009718,121.313065
1358000,99796.424680,-0.021746,121.313898
1359000,99796.413046,0.000112,121.323220
1360000,99796.428254,-0.004210,121.310741
1361000,99796.420269,-0.000304,121.321124
1362000,99796.407644,-0.003994,121.326247
1363000,99796.408314,-0.001143,121.319709
1364000,99796.425344,-0.005499,121.327935
1365000,99796.410423,-0.015952,121.328703
1366000,99796.422907,-0.002648,121.335968
1367000,99796.422463,-0.000261,121.299624
1368000,99796.415469,0.006025,121.313053
1369000,99796.389443,0.012260,121.299153
1370000,99796.415007,0.020772,121.340243
1371000,99796.428057,0.011543,121.332498
1372000,99796.411059,-0.002097,121.316971
1373000,99796.406951,-0.001937,121.319508
1374000,99796.409198,0.005471,121.305580
1375000,99796.407787,0.019517,121.336975
1376000,99796.415305,-0.004569,121.320377
1377000,99796.412878,0.004061,121.323322
1378000,99796.422210,0.005703,121.321358
1379000,99796.426660,-0.010267,121.310569
1380000,99796.423696,0.004328,121.319281
1381000,99796.408538,-0.012028,121.328693
1382000,99796.402076,0.007597,121.317891
1383000,99796.421197,0.008715,121.317218
1384000,99796.413453,0.000843,121.316511
1385000,99796.420001,-0.010642,121.347014
1386000,99796.396834,-0.020194,121.329354
1387000,99796.394290,-0.016906,121.293022
1388000,99796.401323,-0.008223,121.314196
1389000,99796.410244,-0.000683,121.306923
1390000,99796.413569,-0.004317,121.302941
1391000,99796.412845,0.002139,121.291689
1392000,99796.424158,-0.002924,121.309111
1393000,99796.407341,-0.005626,121.314137
1394000,99796.416276,0.008544,121.310022
1395000,99796.425666,0.012134,121.336109
1396000,99796.408667,-0.004576,121.306813
1397000,99796.403597,0.003527,121.294402
1398000,99796.411138,0.004379,121.324368
1399000,99796.415722,-0.007453,121.336635
1400000,99796.401843,0.004879,121.311676
1401000,99796.415558,-0.003556,121.314846
1402000,99796.399836,0.001211,121.328287
1403000,99796.423572,-0.000487,121.313738
1404000,99796.414526,-0.007984,121.321916
1405000,99796.426084,-0.000650,121.319679
1406000,99796.403433,0.004563,121.320509
1407000,99796.428028,0.004068,121.312320
1408000,99796.413143,-0.003343,121.337993
1409000,99796.426955,0.005627,121.293274
1410000,99796.400201,0.010642,121.323860
1411000,99796.408618,-0.011399,121.300840
1412000,99796.407348,0.001129,121.315943
1413000,99796.418225,0.005715,121.319984
1414000,99796.412926,-0.001440,121.323374
1415000,99796.421651,0.010048,121.310533
1416000,99796.423077,-0.006692,121.310383
1417000,99796.429464,-0.012962,121.309475
1418000,99796.425278,-0.004770,121.340669
1419000,99796.407490,0.010252,121.320823
1420000,99796.404578,0.009192,121.325154
1421000,99796.419768,-0.002446,121.316096
1422000,99796.416811,0.013244,121.334250
1423000,99796.429452,-0.003486,121.319152
1424000,99796.415302,0.000580,121.321661
1425000,99796.425325,-0.022417,121.323509
1426000,99796.413565,-0.007327,121.320363
1427000,99796.410467,0.003028,121.314281
1428000,99796.413856,0.005727,121.333601
1429000,99796.421083,-0.019607,121.325012
1430000,99796.420319,-0.001573,121.333202
1431000,99796.411955,0.013247,121.321520
1432000,99796.426935,-0.004742,121.338749
1433000,99796.406560,0.002396,121.310441
1434000,99796.401088,0.014891,121.332026
1435000,99796.426079,0.008816,121.324416
1436000,99796.432171,0.016744,121.313377
1437000,99796.417657,-0.008666,121.319618
1438000,99796.416169,0.009132,121.318237
1439000,99796.407291,0.000728,121.322696
1440000,99796.407801,-0.008311,121.315064
1441000,99796.408225,0.004618,121.323575
1442000,99796.411265,-0.015594,121.329952
1443000,99796.420004,-0.017685,121.324584
1444000,99796.401932,-0.001163,121.325070
1445000,99796.416671,-0.013660,121.325187
1446000,99796.425877,0.004262,121.330151
1447000,99796.404849,-0.021646,121.337446
1448000,99796.417478,-0.002940,121.328829
1449000,99796.419373,0.004579,121.326913
1450000,99796.432897,-0.017618,121.314193
1451000,99796.414120,0.002797,121.322287
1452000,99796.407018,0.010492,121.320151
1453000,99796.402375,-0.014236,121.330139
1454000,99796.421129,-0.011515,121.323903
1455000,99796.427861,-0.002152,121.323587
1456000,99796.406533,0.011638,121.327621
1457000,99796.410970,0.013142,121.330219
1458000,99796.426090,-0.002337,121.319612
1459000,99796.425977,-0.016502,121.348991
1460000,99796.426322,-0.004424,121.318858
1461000,99796.427770,-0.017519,121.331248
1462000,99796.422067,0.005240,121.301310
1463000,99796.434324,-0.004705,121.323965
1464000,99796.405306,0.013504,121.315184
1465000,99796.419612,0.006792,121.328002
1466000,99796.417184,0.006211,121.321802
1467000,99796.429349,-0.002749,121.305099
1468000,99796.413345,0.015813,121.321049
1469000,99796.405150,-0.019764,121.332475
1470000,99796.413999,-0.004275,121.319598
1471000,99796.428055,0.006070,121.312273
1472000,99796.416154,0.004666,121.324706
1473000,99796.437441,-0.024866,121.317589
1474000,99796.430825,0.011248,121.315152
1475000,99796.422576,0.001288,121.305944
1476000,99796.426168,-0.014460,121.310993
1477000,99796.411814,0.002626,121.319044
1478000,99796.418970,-0.006200,121.329451
1479000,99796.420960,-0.000881,121.299375
1480000,99796.429621,0.015413,121.324651
1481000,99796.418708,-0.004388,121.313437
1482000,99796.414512,0.010833,121.327488
1483000,99796.414669,0.020371,121.313231
1484000,99796.433643,0.001870,121.317918
1485000,99796.419136,-0.016887,121.304968
1486000,99796.401582,0.022177,121.319294
1487000,99796.409088,0.002055,121.317778
1488000,99796.405371,-0.004004,121.339943
1489000,99796.417194,-0.001155,121.339547
1490000,99796.414306,-0.001502,121.324245
1491000,99796.409587,-0.011568,121.316721
1492000,99796.435750,-0.001182,121.306722
1493000,99796.435459,0.013754,121.304319
1494000,99796.413774,0.000813,121.325345
1495000,99796.431522,-0.004116,121.339068
1496000,99796.411749,0.010580,121.305937
1497000,99796.409903,-0.032101,121.302185
1498000,99796.425662,-0.019253,121.327343
1499000,99796.400533,-0.003693,121.305778
1500000,99796.436707,0.011098,121.314852
1501000,99796.412642,-0.004438,121.315850
1502000,99796.419027,-0.003221,121.333832
1503000,99796.428729,-0.013550,121.326936
1504000,99796.425213,0.014374,121.312738
1505000,99796.404546,-0.002683,121.304668
1506000,99796.395705,0.014226,121.326227
1507000,99796.409196,0.010529,121.319078
1508000,99796.413236,0.002758,121.346509
1509000,99796.416521,0.003810,121.341492
1510000,99796.417117,0.001515,121.310925
1511000,99796.416003,-0.010824,121.311327
1512000,99796.422274,0.010805,121.323350
1513000,99796.405052,0.003199,121.308474
1514000,99796.432208,0.014760,121.320606
1515000,99796.412007,0.007444,121.317524
1516000,99796.407304,-0.009869,121.323777
1517000,99796.414288,-0.002488,121.338642
1518000,99796.418267,0.033226,121.303350
1519000,99796.430641,-0.003571,121.332359
1520000,99796.412401,-0.004231,121.314171
1521000,99796.425716,-0.007757,121.330059
1522000,99796.414801,0.002144,121.306152
1523000,99796.408859,-0.007685,121.319141
1524000,99796.410739,0.011006,121.313090
1525000,99796.423887,-0.005648,121.335484
1526000,99796.416883,0.005029,121.316859
1527000,99796.403782,0.015141,121.307664
1528000,99796.414037,-0.008507,121.310238
1529000,99796.440318,-0.006221,121.331983
1530000,99796.424351,0.004837,121.311884
1531000,99796.419287,-0.005378,121.304456
1532000,99796.406678,0.011756,121.319409
1533000,99796.417529,-0.005188,121.342345
1534000,99796.426255,-0.000889,121.309034
1535000,99796.410522,0.006241,121.308617
1536000,99796.394948,0.001672,121.337225
1537000,99796.399547,0.010310,121.310215
1538000,99796.394787,-0.021245,121.319198
1539000,99796.433997,-0.018716,121.325659
1540000,99796.409237,0.010483,121.336917
1541000,99796.407553,-0.000855,121.308988
1542000,99796.419731,0.010252,121.322819
1543000,99796.410187,0.000134,121.325367
1544000,99796.412704,0.001370,121.315827
1545000,99796.432316,0.002544,121.335232
1546000,99796.425419,0.011672,121.328586
1547000,99796.425138,-0.000119,121.333810
1548000,99796.427103,-0.006513,121.316285
1549000,99796.398673,0.010059,121.306187
1550000,99796.427190,-0.002140,121.305847
1551000,99796.412769,0.001249,121.331070
1552000,99796.418013,0.011841,121.327095
1553000,99796.407189,-0.002438,121.329716
1554000,99796.422107,-0.024463,121.310273
1555000,99796.431588,0.009545,121.326441
1556000,99796.418631,-0.000441,121.332978
1557000,99796.438890,0.001979,121.312115
1558000,99796.421801,0.012771,121.304769
1559000,99796.417383,0.004832,121.314601
1560000,99796.431068,-0.016285,121.312819
1561000,99796.422977,0.001559,121.322553
1562000,99796.420318,-0.003207,121.334068
1563000,99796.406574,-0.008610,121.306672
1564000,99796.424785,0.020254,121.315280
1565000,99796.422886,0.005811,121.317349
1566000,99796.409297,-0.004925,121.334232
1567000,99796.410832,0.014391,121.305205
1568000,99796.424815,0.005516,121.334378
1569000,99796.427016,0.008549,121.305990
1570000,99796.427431,0.004838,121.323828
1571000,99796.421041,-0.009171,121.313174
1572000,99796.426495,0.006019,121.317894
1573000,99796.415610,-0.013166,121.312545
1574000,99796.415299,0.003961,121.315259
1575000,99796.405013,-0.003223,121.317656
1576000,99796.399041,0.002440,121.327566
1577000,99796.422120,0.002053,121.325179
1578000,99796.414787,-0.008857,121.327534
1579000,99796.399425,0.003504,121.318402
1580000,99796.421483,-0.003959,121.322403
1581000,99796.416257,-0.014524,121.324479
1582000,99796.427161,-0.017693,121.324567
1583000,99796.394668,-0.001301,121.318029
1584000,99796.417902,-0.002129,121.336832
1585000,99796.417817,-0.006841,121.325540
1586000,99796.405634,0.006637,121.309940
1587000,99796.423951,-0.001351,121.305023
1588000,99796.422685,-0.020234,121.316396
1589000,99796.397333,-0.000873,121.323621
1590000,99796.402471,0.004164,121.312494
1591000,99796.425789,-0.011948,121.323287
1592000,99796.412325,0.014090,121.312565
1593000,99796.421499,0.014542,121.319417
1594000,99796.416491,0.006694,121.302478
1595000,99796.418422,0.010770,121.312093
1596000,99796.419851,0.004149,121.322670
1597000,99796.395158,-0.003664,121.306772
1598000,99796.411834,0.003220,121.316411
1599000,99796.409687,-0.008532,121.309112
1600000,99796.409325,-0.002933,121.325628
1601000,99796.402395,0.000115,121.319850
1602000,99796.417120,0.010591,121.303416
1603000,99796.414213,0.001588,121.309347
1604000,99796.420811,0.008525,121.299377
1605000,99796.412139,0.005829,121.306953
1606000,99796.399867,-0.009558,121.318206
1607000,99796.417827,0.004048,121.331638
1608000,99796.401383,-0.013466,121.314845
1609000,99796.405346,0.004797,121.316320
1610000,99796.428381,-0.015702,121.296543
1611000,99796.411163,-0.000657,121.319920
1612000,99796.403800,0.003722,121.323482
1613000,99796.406606,0.003659,121.314829
1614000,99796.417487,0.005038,121.316447
1615000,99796.410068,0.007856,121.320618
1616000,99796.412041,0.005417,121.316493
1617000,99796.403576,-0.002568,121.311571
1618000,99796.416305,0.005400,121.315240
1619000,99796.421841,0.018711,121.330293
1620000,99796.412055,0.017845,121.323665
1621000,99796.418675,0.000364,121.314908
1622000,99796.403911,0.004414,121.331398
1623000,99796.408377,0.015463,121.330704
1624000,99796.415633,0.021929,121.319649
1625000,99796.411793,-0.010845,121.303446
1626000,99796.419811,-0.002730,121.308837
1627000,99796.426796,0.001420,121.312072
1628000,99796.404873,-0.004958,121.334781
1629000,99796.407811,-0.003962,121.329762
1630000,99796.409632,-0.000922,121.326654
1631000,99796.406854,0.010633,121.313884
1632000,99796.421953,0.017844,121.311820
1633000,99796.409315,0.000459,121.318932
1634000,99796.414636,0.008519,121.321303
1635000,99796.429279,-0.002394,121.325834
1636000,99796.422986,0.004497,121.329072
1637000,99796.400015,0.000978,121.311821
1638000,99796.406770,-0.009711,121.303432
1639000,99796.395072,-0.005313,121.332173
1640000,99796.400168,-0.010849,121.323196
1641000,99796.398126,-0.011536,121.326360
1642000,99796.422483,0.004799,121.315883
1643000,99796.409682,-0.009767,121.314551
1644000,99796.404567,-0.013834,121.323280
1645000,99796.416801,-0.023882,121.321097
1646000,99796.421889,0.003073,121.313577
1647000,99796.412429,0.002944,121.317205
1648000,99796.419457,-0.003165,121.311729
1649000,99796.415862,-0.025487,121.315131
1650000,99796.413887,0.005657,121.337889
1651000,99796.413100,-0.012100,121.326002
1652000,99796.409275,0.003596,121.321813
1653000,99796.412092,-0.003283,121.320288
1654000,99796.430112,0.009212,121.310067
1655000,99796.402450,0.018509,121.328932
1656000,99796.408133,-0.016605,121.308314
1657000,99796.419013,0.000643,121.337190
1658000,99796.408551,-0.016543,121.311585
1659000,99796.397626,0.008249,121.317033
1660000,99796.417795,0.009839,121.332516
1661000,99796.416401,0.001526,121.320951
1662000,99796.404640,0.005966,121.302582
1663000,99796.418391,-0.003209,121.311851
1664000,99796.429179,0.017837,121.330080
1665000,99796.412457,0.024013,121.324611
1666000,99796.434902,-0.016767,121.308702
1667000,99796.415330,-0.004111,121.324973
1668000,99796.405350,-0.020923,121.316218
1669000,99796.406879,-0.007417,121.308892
1670000,99796.426720,-0.007236,121.330108
1671000,99796.420625,0.004292,121.327682
1672000,99796.401919,0.010228,121.333535
1673000,99796.408288,-0.000167,121.332455
1674000,99796.405807,0.001013,121.322706
1675000,99796.425896,-0.018461,121.319324
1676000,99796.414069,-0.008716,121.319077
1677000,99796.415301,-0.009277,121.323541
1678000,99796.424988,-0.004100,121.308460
1679000,99796.406298,0.005898,121.325195
1680000,99796.412752,-0.008644,121.306205
1681000,99796.420465,0.015228,121.318159
1682000,99796.427908,-0.023475,121.319449
1683000,99796.419661,0.012770,121.311601
1684000,99796.419680,-0.020468,121.318249
1685000,99796.425211,-0.015132,121.326699
1686000,99796.419319,0.012107,121.323342
1687000,99796.411382,0.014895,121.320394
1688000,99796.426484,0.006837,121.316993
1689000,99796.432843,-0.016473,121.315029
1690000,99796.407424,-0.019500,121.316636
1691000,99796.413845,0.017270,121.306244
1692000,99796.412616,-0.004936,121.332182
1693000,99796.415430,-0.004509,121.315403
1694000,99796.423800,0.012725,121.330010
1695000,99796.418621,0.011242,121.324148
1696000,99796.417727,0.008945,121.316713
1697000,99796.430929,0.016587,121.336992
1698000,99796.421449,0.001483,121.314958
1699000,99796.421126,-0.015485,121.321226
1700000,99796.425719,-0.016429,121.307464
1701000,99796.419831,0.004899,121.316737
1702000,99796.405123,0.009473,121.304223
1703000,99796.429365,-0.010551,121.327726
1704000,99796.431174,0.004675,121.334094
1705000,99796.417458,-0.020921,121.318741
1706000,99796.409338,0.010645,121.318744
1707000,99796.414559,0.010961,121.337647
1708000,99796.393963,0.004479,121.320060
1709000,99796.427806,0.000986,121.326892
1710000,99796.408281,0.003633,121.319900
1711000,99796.419578,-0.011887,121.329262
1712000,99796.405766,0.021055,121.310819
1713000,99796.402975,0.012091,121.308818
1714000,99796.420137,-0.008648,121.316143
1715000,99796.409701,-0.012255,121.325944
1716000,99796.419787,0.002953,121.316295
1717000,99796.423245,-0.019130,121.319476
1718000,99796.447373,0.006402,121.320833
1719000,99796.421016,0.000233,121.329020
1720000,99796.423206,0.013127,121.325202
1721000,99796.421006,-0.016665,121.308795
1722000,99796.435238,-0.010510,121.333775
1723000,99796.426416,-0.012213,121.307809
1724000,99796.401922,-0.006910,121.323688
1725000,99796.416692,0.001333,121.309199
1726000,99796.405063,-0.005898,121.315850
1727000,99796.412574,0.002322,121.325657
1728000,99796.424035,-0.008812,121.306880
1729000,99796.416717,0.001917,121.326224
1730000,99796.405650,0.010463,121.306246
1731000,99796.429822,-0.005436,121.317695
1732000,99796.419082,-0.036730,121.314673
1733000,99796.419422,-0.000523,121.333658
1734000,99796.418005,-0.005256,121.311840
1735000,99796.415338,0.011325,121.316180
1736000,99796.419934,-0.019633,121.322000
1737000,99796.417768,0.006671,121.319878
1738000,99796.413587,0.005429,121.320383
1739000,99796.420739,0.000115,121.314693
1740000,99796.409514,0.007304,121.338755
1741000,99796.418721,0.009978,121.320249
1742000,99796.426067,0.003271,121.323946
1743000,99796.405331,0.011698,121.315992
1744000,99796.427618,0.007600,121.327167
1745000,99796.426264,0.012192,121.320805
1746000,99796.428360,-0.006559,121.308382
1747000,99796.430184,0.004730,121.331989
1748000,99796.403694,-0.002233,121.294263
1749000,99796.437063,-0.006074,121.314534
1750000,99796.421528,-0.005347,121.316198
1751000,99796.422460,0.008761,121.312828
1752000,99796.429013,-0.006213,121.324795
1753000,99796.408384,-0.008633,121.312859
1754000,99796.416944,0.000561,121.317206
1755000,99796.402269,0.005125,121.312468
1756000,99796.417396,-0.010508,121.310597
1757000,99796.414701,-0.000059,121.308763
1758000,99796.419214,0.002360,121.314001
1759000,99796.416618,0.002794,121.321113
1760000,99796.442778,0.005675,121.320698
1761000,99796.411009,0.004188,121.312148
1762000,99796.429427,0.024191,121.323934
1763000,99796.395016,-0.005711,121.323727
1764000,99796.418642,0.003561,121.307137
1765000,99796.402043,0.010760,121.325357
1766000,99796.419156,0.001743,121.321270
1767000,99796.410552,-0.012720,121.324518
1768000,99796.414441,-0.006101,121.327653
1769000,99796.414677,0.013881,121.346975
1770000,99796.417986,0.000902,121.335292
1771000,99796.413714,-0.004555,121.327471
1772000,99796.406754,0.000007,121.316130
1773000,99796.415196,-0.005225,121.335257
1774000,99796.422984,0.016447,121.331640
1775000,99796.411544,0.021365,121.330824
1776000,99796.426197,0.012240,121.321450
1777000,99796.439370,0.003617,121.329701
1778000,99796.414254,-0.007947,121.307997
1779000,99796.399844,-0.013042,121.296686
1780000,99796.411145,-0.008987,121.334074
1781000,99796.411628,-0.005867,121.322650
1782000,99796.404156,-0.016036,121.315814
1783000,99796.411431,0.004485,121.314796
1784000,99796.414908,0.006075,121.315463
1785000,99796.421675,0.003726,121.329235
1786000,99796.410718,-0.016278,121.326835
1787000,99796.413403,0.008312,121.302654
1788000,99796.424249,0.006791,121.321070
1789000,99796.411421,-0.033688,121.322154
1790000,99796.421754,-0.005767,121.319024
1791000,99796.415539,-0.000953,121.325567
1792000,99796.412965,-0.007156,121.315018
1793000,99796.406844,0.014645,121.333372
1794000,99796.418330,0.002937,121.320016
1795000,99796.413048,0.007846,121.328907
1796000,99796.422390,0.001526,121.321383
1797000,99796.404254,-0.009352,121.307367
1798000,99796.409531,-0.012234,121.307452
1799000,99796.434362,0.002897,121.315487
1800000,99796.410282,0.008293,121.324951
1801000,99796.415238,-0.015017,121.322136
1802000,99796.402773,-0.002911,121.332366
1803000,99796.440687,-0.012098,121.325405
1804000,99796.418996,-0.013218,121.333942
1805000,99796.412380,-0.000088,121.317360
1806000,99796.417246,-0.010045,121.316997
1807000,99796.432315,-0.005614,121.337026
1808000,99796.423499,-0.007948,121.333206
1809000,99796.409114,-0.007158,121.332166
1810000,99796.415231,0.007244,121.327081
1811000,99796.416038,-0.012060,121.318415
1812000,99796.423775,0.011147,121.324538
1813000,99796.421085,-0.000352,121.314589
1814000,99796.414176,-0.003848,121.310509
1815000,99796.405320,-0.009133,121.325138
1816000,99796.416119,0.010202,121.323418
1817000,99796.414437,-0.000452,121.308723
1818000,99796.412609,0.011274,121.321952
1819000,99796.419371,0.002393,121.315475
1820000,99796.413526,0.002519,121.345185
1821000,99796.418917,0.011081,121.318423
1822000,99796.420031,-0.000728,121.321828
1823000,99796.411952,0.009733,121.325842
1824000,99796.419053,0.016841,121.314535
1825000,99796.414414,0.004470,121.327317
1826000,99796.426618,-0.007412,121.314153
1827000,99796.415996,0.000203,121.323102
1828000,99796.400881,-0.018096,121.298009
1829000,99796.419989,-0.001134,121.311891
1830000,99796.414419,0.005125,121.305970
1831000,99796.411201,-0.006830,121.332391
1832000,99796.412971,-0.018537,121.312360
1833000,99796.409984,0.004347,121.328945
1834000,99796.422188,-0.029045,121.313399
1835000,99796.410543,-0.007673,121.326091
1836000,99796.416307,0.002577,121.327878
1837000,99796.412500,0.009748,121.323704
1838000,99796.425293,-0.001728,121.332743
1839000,99796.423058,-0.009922,121.345728
1840000,99796.412388,0.003787,121.311532
1841000,99796.404183,0.010341,121.318977
1842000,99796.415466,0.005455,121.326390
1843000,99796.426091,-0.011812,121.310908
1844000,99796.404875,-0.000101,121.337724
1845000,99796.413902,0.006798,121.321742
1846000,99796.428595,0.011514,121.309780
1847000,99796.416107,-0.002501,121.322586
1848000,99796.387855,-0.000696,121.314517
1849000,99796.408312,-0.006369,121.309353
1850000,99796.426098,0.008055,121.326996
1851000,99796.404571,0.002897,121.317115
1852000,99796.408727,0.006086,121.318394
1853000,99796.427126,0.004216,121.320636
1854000,99796.415455,-0.012531,121.306308
1855000,99796.410665,-0.027447,121.331090
1856000,99796.415877,0.014899,121.325010
1857000,99796.399887,-0.000525,121.329698
1858000,99796.405277,-0.007905,121.339479
1859000,99796.411044,-0.005763,121.322432
1860000,99796.416887,0.010724,121.324580
1861000,99796.411963,0.014297,121.341023
1862000,99796.422801,0.007780,121.314563
1863000,99796.420266,0.012814,121.317868
1864000,99796.445793,-0.001518,121.327952
1865000,99796.413593,-0.011506,121.295657
1866000,99796.415965,0.018158,121.319284
1867000,99796.416888,-0.001178,121.323299
1868000,99796.401161,0.015824,121.319814
1869000,99796.410700,-0.015207,121.318070
1870000,99796.403610,0.000224,121.323199
1871000,99796.404253,-0.010952,121.330451
1872000,99796.411687,-0.004386,121.312636
1873000,99796.412627,0.008759,121.328713
1874000,99796.405671,0.017398,121.324056
1875000,99796.422216,0.002363,121.324986
1876000,99796.415592,0.013370,121.303080
1877000,99796.395998,0.006120,121.339258
1878000,99796.403129,-0.008291,121.315871
1879000,99796.399961,0.010279,121.323478
1880000,99796.395949,-0.006798,121.330003
1881000,99796.421046,0.005142,121.333771
1882000,99796.416720,-0.008428,121.292960
1883000,99796.420901,-0.017155,121.331059
1884000,99796.415968,-0.002337,121.333417
1885000,99796.414154,0.010539,121.322744
1886000,99796.422712,-0.018707,121.319464
1887000,99796.402835,-0.008868,121.327557
1888000,99796.423498,0.005743,121.308848
1889000,99796.417648,-0.001144,121.314369
1890000,99796.412957,0.002141,121.321116
1891000,99796.435870,0.014655,121.313689
1892000,99796.420357,0.009307,121.308665
1893000,99796.398997,-0.007534,121.339790
1894000,99796.403261,0.001895,121.343232
1895000,99796.421701,0.002519,121.325014
1896000,99796.418347,-0.019342,121.312482
1897000,99796.432518,-0.017858,121.308600
1898000,99796.424725,-0.008481,121.311882
1899000,99796.427967,-0.002938,121.320224
1900000,99796.436983,-0.006473,121.329502
1901000,99796.419170,-0.012179,121.322935
1902000,99796.413304,0.000038,121.320570
1903000,99796.397972,0.003347,121.312796
1904000,99796.425635,0.002305,121.322032
1905000,99796.408862,-0.010655,121.320137
1906000,99796.428700,0.001453,121.322958
1907000,99796.414559,-0.001177,121.338843
1908000,99796.421928,0.025347,121.321033
1909000,99796.429174,0.014960,121.333211
1910000,99796.421772,0.005937,121.318593
1911000,99796.422363,-0.013655,121.326866
1912000,99796.411927,0.001536,121.321304
1913000,99796.405842,-0.003330,121.311717
1914000,99796.406761,0.004808,121.310929
1915000,99796.418956,-0.012622,121.342723
1916000,99796.421317,0.013519,121.322723
1917000,99796.421217,-0.011743,121.315919
1918000,99796.404219,-0.003347,121.330370
1919000,99796.414155,0.009878,121.323009
1920000,99796.429340,-0.012267,121.318415
1921000,99796.399890,-0.021572,121.329407
1922000,99796.408858,0.009439,121.322670
1923000,99796.414945,-0.018025,121.318124
1924000,99796.437197,0.006968,121.305730
1925000,99796.425738,0.001915,121.321045
1926000,99796.422838,-0.008448,121.316259
1927000,99796.401664,-0.021116,121.323487
1928000,99796.410714,-0.007432,121.317136
1929000,99796.408288,0.003845,121.315932
1930000,99796.410457,-0.007417,121.324373
1931000,99796.398669,0.006503,121.309970
1932000,99796.421851,0.007372,121.305158
1933000,99796.401897,-0.001280,121.331354
1934000,99796.407963,-0.000075,121.316281
1935000,99796.403194,-0.007456,121.324715
1936000,99796.414097,0.004884,121.311564
1937000,99796.427544,0.000120,121.302338
1938000,99796.410153,-0.003275,121.302554
1939000,99796.396142,0.001016,121.318244
1940000,99796.432072,0.001559,121.325085
1941000,99796.431481,0.025190,121.328224
1942000,99796.420311,-0.009303,121.328073
1943000,99796.413429,0.003865,121.330075
1944000,99796.407584,0.009763,121.320232
1945000,99796.412414,-0.003129,121.319886
1946000,99796.406176,0.008154,121.300222
1947000,99796.410091,0.002690,121.320947
1948000,99796.416694,-0.011263,121.327908
1949000,99796.421172,-0.001245,121.338592
1950000,99796.412551,-0.011440,121.333073
1951000,99796.413947,-0.007012,121.318485
1952000,99796.394196,-0.000745,121.339728
1953000,99796.425628,-0.001277,121.311260
